"","county","sale.dollars","Bachelor.s.degree.or.higher"
"5551","Johnson",17.01,0.543
"5552","Johnson",11.25,0.543
"5553","Johnson",10.49,0.543
"5554","Johnson",314.88,0.543
"5555","Johnson",19.48,0.543
"5556","Johnson",86.4,0.543
"5557","Johnson",5.1,0.543
"5558","Johnson",76.2,0.543
"5559","Johnson",93.75,0.543
"5560","Johnson",71.76,0.543
"5561","Johnson",56.25,0.543
"5562","Johnson",197.88,0.543
"5563","Johnson",6.57,0.543
"5564","Johnson",15.74,0.543
"5565","Johnson",10.18,0.543
"5566","Johnson",82.45,0.543
"5567","Johnson",23.78,0.543
"5568","Johnson",225,0.543
"5569","Johnson",8.13,0.543
"5570","Johnson",201.6,0.543
"5571","Johnson",60.75,0.543
"5572","Johnson",33.6,0.543
"5573","Johnson",19.13,0.543
"5574","Johnson",21.74,0.543
"5575","Johnson",31.47,0.543
"5576","Johnson",148.8,0.543
"5577","Johnson",22,0.543
"5578","Johnson",1170,0.543
"5579","Johnson",50.4,0.543
"5580","Johnson",115.56,0.543
"5581","Johnson",837,0.543
"5582","Johnson",10.35,0.543
"5583","Johnson",69.75,0.543
"5584","Johnson",72,0.543
"5585","Johnson",100.8,0.543
"5586","Johnson",37.49,0.543
"5587","Johnson",76.5,0.543
"5588","Johnson",10.5,0.543
"5589","Johnson",347.28,0.543
"5590","Johnson",17.99,0.543
"5591","Johnson",65.96,0.543
"5592","Johnson",27,0.543
"5593","Johnson",68.04,0.543
"5594","Johnson",20.36,0.543
"5595","Johnson",21,0.543
"5596","Johnson",39.75,0.543
"5597","Johnson",24.75,0.543
"5598","Johnson",558,0.543
"5599","Johnson",9,0.543
"5600","Johnson",1715.04,0.543
"5601","Johnson",1799.52,0.543
"5602","Johnson",332.1,0.543
"5603","Johnson",134.88,0.543
"5604","Johnson",24.26,0.543
"5605","Johnson",38.26,0.543
"5606","Johnson",19.8,0.543
"5607","Johnson",675,0.543
"5608","Johnson",157.44,0.543
"5609","Johnson",18.74,0.543
"5610","Johnson",74.4,0.543
"5611","Johnson",20.98,0.543
"5612","Johnson",140.16,0.543
"5613","Johnson",18.45,0.543
"5614","Johnson",14.26,0.543
"5615","Johnson",76.52,0.543
"5616","Johnson",41.4,0.543
"5617","Johnson",81.24,0.543
"5618","Johnson",4.98,0.543
"5619","Johnson",952.8,0.543
"5620","Johnson",97.56,0.543
"5621","Johnson",48.52,0.543
"5622","Johnson",78.72,0.543
"5623","Johnson",12.9,0.543
"5624","Johnson",23.01,0.543
"5625","Johnson",78,0.543
"5626","Johnson",20.7,0.543
"5627","Johnson",15.75,0.543
"5628","Johnson",31.76,0.543
"5629","Johnson",7.2,0.543
"5630","Johnson",14.4,0.543
"5631","Johnson",138.06,0.543
"5632","Johnson",74.25,0.543
"5633","Johnson",56.76,0.543
"5634","Johnson",42,0.543
"5635","Johnson",69.03,0.543
"5636","Johnson",52.48,0.543
"5637","Johnson",31.05,0.543
"5638","Johnson",11,0.543
"5639","Johnson",82.5,0.543
"5640","Johnson",179.94,0.543
"5641","Johnson",141.12,0.543
"5642","Johnson",6.45,0.543
"5643","Johnson",25.8,0.543
"5644","Johnson",1260,0.543
"5645","Johnson",61.08,0.543
"5646","Johnson",42.52,0.543
"5647","Johnson",81,0.543
"5648","Johnson",15.27,0.543
"5649","Johnson",41.96,0.543
"5650","Johnson",36.9,0.543
"5651","Johnson",8.97,0.543
"5652","Johnson",148.5,0.543
"5653","Johnson",53.76,0.543
"5654","Johnson",15.57,0.543
"5655","Johnson",108.7,0.543
"5656","Johnson",75,0.543
"5657","Johnson",93,0.543
"5658","Johnson",47.25,0.543
"5659","Johnson",11.24,0.543
"5660","Johnson",15.3,0.543
"5661","Johnson",94.5,0.543
"5662","Johnson",3374.1,0.543
"5663","Johnson",95.28,0.543
"5664","Johnson",84.96,0.543
"5665","Johnson",124.56,0.543
"5666","Johnson",27.68,0.543
"5667","Johnson",394.2,0.543
"5668","Johnson",49.47,0.543
"5669","Johnson",236.52,0.543
"5670","Johnson",255.12,0.543
"5671","Johnson",149.94,0.543
"5672","Johnson",82.8,0.543
"5673","Johnson",29.9,0.543
"5674","Johnson",19.98,0.543
"5675","Johnson",46.35,0.543
"5676","Johnson",113.34,0.543
"5677","Johnson",102.06,0.543
"5678","Johnson",12,0.543
"5679","Johnson",35.88,0.543
"5680","Johnson",36.75,0.543
"5681","Johnson",11.76,0.543
"5682","Johnson",6.5,0.543
"5683","Johnson",67.2,0.543
"5684","Johnson",6.72,0.543
"5685","Johnson",35.98,0.543
"5686","Johnson",315,0.543
"5687","Johnson",29.22,0.543
"5688","Johnson",145.56,0.543
"5689","Johnson",5.98,0.543
"5690","Johnson",244.32,0.543
"5691","Johnson",29.7,0.543
"5692","Johnson",139.5,0.543
"5693","Johnson",57.39,0.543
"5694","Johnson",122.64,0.543
"5695","Johnson",59.94,0.543
"5696","Johnson",278.1,0.543
"5697","Johnson",80.64,0.543
"5698","Johnson",204.12,0.543
"5699","Johnson",223.2,0.543
"5700","Johnson",30.6,0.543
"5701","Johnson",322.56,0.543
"5702","Johnson",809.76,0.543
"5703","Johnson",132,0.543
"5704","Johnson",67.48,0.543
"5705","Johnson",51.75,0.543
"5706","Johnson",46.5,0.543
"5707","Johnson",17.94,0.543
"5708","Johnson",57.84,0.543
"5709","Johnson",40.72,0.543
"5710","Johnson",5.16,0.543
"5711","Johnson",95.65,0.543
"5712","Johnson",403.2,0.543
"5713","Johnson",48.7,0.543
"5714","Johnson",787.5,0.543
"5715","Johnson",101.25,0.543
"5716","Johnson",4.73,0.543
"5717","Johnson",112.5,0.543
"5718","Johnson",17.92,0.543
"5719","Johnson",16.5,0.543
"5720","Johnson",22.5,0.543
"5721","Johnson",51.03,0.543
"5722","Johnson",152.4,0.543
"5723","Johnson",251.76,0.543
"5724","Johnson",62.1,0.543
"5725","Johnson",15,0.543
"5726","Johnson",521.76,0.543
"5727","Johnson",136.5,0.543
"5728","Johnson",282.24,0.543
"5729","Johnson",13.14,0.543
"5730","Johnson",16.14,0.543
"5731","Johnson",14.16,0.543
"5732","Johnson",157.68,0.543
"5733","Johnson",79.5,0.543
"5734","Johnson",211.68,0.543
"5735","Johnson",49.5,0.543
"5736","Johnson",387,0.543
"5737","Johnson",58.5,0.543
"5738","Johnson",20.4,0.543
"5739","Johnson",32.52,0.543
"5740","Johnson",114.78,0.543
"5741","Johnson",20.76,0.543
"5742","Johnson",2.92,0.543
"5743","Johnson",48.78,0.543
"5744","Johnson",62.94,0.543
"5745","Johnson",202.5,0.543
"5746","Johnson",65.22,0.543
"5747","Johnson",16.2,0.543
"5748","Johnson",55,0.543
"5749","Johnson",18.75,0.543
"5750","Johnson",14.95,0.543
"5751","Johnson",34.65,0.543
"5752","Johnson",248.4,0.543
"5753","Johnson",23.92,0.543
"5754","Johnson",117,0.543
"5755","Johnson",52.5,0.543
"5756","Johnson",604.8,0.543
"5757","Johnson",791.52,0.543
"5758","Johnson",113,0.543
"5759","Johnson",19.35,0.543
"5760","Johnson",171,0.543
"5761","Johnson",153,0.543
"5762","Johnson",806.4,0.543
"5763","Johnson",35.63,0.543
"5764","Johnson",53.97,0.543
"5765","Johnson",39.96,0.543
"5766","Johnson",130.5,0.543
"5767","Johnson",972,0.543
"5768","Johnson",3036.6,0.543
"5769","Johnson",32.28,0.543
"5770","Johnson",10.2,0.543
"5771","Johnson",104.96,0.543
"5772","Johnson",39,0.543
"5773","Johnson",142.68,0.543
"5774","Johnson",483.84,0.543
"5775","Johnson",129.12,0.543
"5776","Johnson",13,0.543
"5777","Johnson",44.96,0.543
"5778","Johnson",30.9,0.543
"5779","Johnson",33,0.543
"5780","Johnson",10.76,0.543
"5781","Johnson",22.48,0.543
"5782","Johnson",63,0.543
"5783","Johnson",59.76,0.543
"5784","Johnson",404.88,0.543
"5785","Johnson",31.48,0.543
"5786","Johnson",27.75,0.543
"5787","Johnson",221.4,0.543
"5788","Johnson",29.88,0.543
"5789","Johnson",121.5,0.543
"5790","Johnson",472.5,0.543
"5791","Johnson",28.9,0.543
"5792","Johnson",196.56,0.543
"5793","Johnson",86.7,0.543
"5794","Johnson",89.92,0.543
"5795","Johnson",26.25,0.543
"5796","Johnson",25.45,0.543
"5797","Johnson",1905.6,0.543
"5798","Johnson",5.4,0.543
"5799","Johnson",891,0.543
"5800","Johnson",188.88,0.543
"5801","Johnson",118.8,0.543
"5802","Johnson",1116,0.543
"5803","Johnson",12.7,0.543
"5804","Johnson",162.48,0.543
"5805","Johnson",630.72,0.543
"5806","Johnson",10.8,0.543
"5807","Johnson",372.6,0.543
"5808","Johnson",173.4,0.543
"5809","Johnson",166.08,0.543
"5810","Johnson",468,0.543
"5811","Johnson",23.52,0.543
"5812","Johnson",127.04,0.543
"5813","Johnson",21.34,0.543
"5814","Johnson",71.34,0.543
"5815","Johnson",63.52,0.543
"5816","Johnson",67.44,0.543
"5817","Johnson",142.56,0.543
"5818","Johnson",101.22,0.543
"5819","Johnson",6.35,0.543
"5820","Johnson",4.38,0.543
"5821","Johnson",1782,0.543
"5822","Johnson",166.5,0.543
"5823","Johnson",10.38,0.543
"5824","Johnson",51,0.543
"5825","Johnson",1575,0.543
"5826","Johnson",13.54,0.543
"5827","Johnson",674.82,0.543
"5828","Johnson",345.84,0.543
"5829","Johnson",185.4,0.543
"5830","Johnson",900,0.543
"5831","Johnson",705.6,0.543
"5832","Johnson",28.32,0.543
"5833","Johnson",20.16,0.543
"5834","Johnson",125.88,0.543
"5835","Johnson",50.9,0.543
"5836","Johnson",181.56,0.543
"5837","Johnson",1188,0.543
"5838","Johnson",47.56,0.543
"5839","Johnson",233.76,0.543
"5840","Johnson",68.18,0.543
"5841","Johnson",33.72,0.543
"5842","Johnson",31.14,0.543
"5843","Johnson",306,0.543
"5844","Johnson",6748.2,0.543
"5845","Johnson",72.78,0.543
"5846","Johnson",10.08,0.543
"5847","Johnson",571.68,0.543
"5848","Johnson",71.96,0.543
"5849","Johnson",119.25,0.543
"5850","Johnson",19.92,0.543
"5851","Johnson",39.6,0.543
"5852","Johnson",14.45,0.543
"5853","Johnson",30.66,0.543
"5854","Johnson",112.47,0.543
"5855","Johnson",423.36,0.543
"5856","Johnson",30.24,0.543
"5857","Johnson",46.02,0.543
"5858","Johnson",20.93,0.543
"5859","Johnson",37.48,0.543
"5860","Johnson",144,0.543
"5861","Johnson",78.75,0.543
"5862","Johnson",297.6,0.543
"5863","Johnson",21.6,0.543
"5864","Johnson",486,0.543
"5865","Johnson",337.32,0.543
"5866","Johnson",352.8,0.543
"5867","Johnson",29.4,0.543
"5868","Johnson",14.04,0.543
"5869","Johnson",45.81,0.543
"5870","Johnson",128.04,0.543
"5871","Johnson",27.08,0.543
"5872","Johnson",621,0.543
"5873","Johnson",56.22,0.543
"5874","Johnson",449.88,0.543
"5875","Johnson",180,0.543
"5876","Johnson",315.36,0.543
"5877","Johnson",48.42,0.543
"5878","Johnson",1124.7,0.543
"5879","Johnson",395.76,0.543
"5880","Johnson",21.52,0.543
"5881","Johnson",24.99,0.543
"5882","Johnson",98.94,0.543
"5883","Johnson",5.84,0.543
"5884","Johnson",142.5,0.543
"5885","Johnson",34.02,0.543
"5886","Johnson",15.48,0.543
"5887","Johnson",19.26,0.543
"5888","Johnson",35.7,0.543
"5889","Johnson",630,0.543
"5890","Johnson",54,0.543
"5891","Johnson",21.9,0.543
"5892","Johnson",846.72,0.543
"5893","Johnson",1395,0.543
"5894","Johnson",128.88,0.543
"5895","Johnson",283.32,0.543
"5896","Johnson",43.48,0.543
"5897","Johnson",16.26,0.543
"5898","Johnson",51.52,0.543
"5899","Johnson",42.12,0.543
"5900","Johnson",25.76,0.543
"5901","Johnson",967.68,0.543
"5902","Johnson",45,0.543
"5903","Johnson",1821.96,0.543
"5904","Johnson",450,0.543
"5905","Johnson",43.35,0.543
"5906","Johnson",427.5,0.543
"5907","Johnson",56.24,0.543
"5908","Johnson",10122.3,0.543
"5909","Johnson",24.21,0.543
"5910","Johnson",156,0.543
"5911","Jones",119.88,0.199
"5912","Jones",11,0.199
"5913","Jones",17.99,0.199
"5914","Jones",6.5,0.199
"5915","Jones",11.24,0.199
"5916","Jones",6.35,0.199
"5917","Jones",26.88,0.199
"5918","Jones",116.88,0.199
"5919","Jones",24.75,0.199
"5920","Jones",234,0.199
"5921","Jones",8.13,0.199
"5922","Jones",10.67,0.199
"5923","Jones",23.25,0.199
"5924","Jones",108.7,0.199
"5925","Jones",13.54,0.199
"5926","Jones",8.07,0.199
"5927","Jones",2.99,0.199
"5928","Jones",20.25,0.199
"5929","Jones",21.74,0.199
"5930","Jones",9.74,0.199
"5931","Jones",69.75,0.199
"5932","Jones",40.5,0.199
"5933","Jones",64.02,0.199
"5934","Jones",42,0.199
"5935","Jones",20.7,0.199
"5936","Jones",19.5,0.199
"5937","Jones",14.04,0.199
"5938","Jones",124.2,0.199
"5939","Jones",12.7,0.199
"5940","Jones",11.25,0.199
"5941","Jones",225,0.199
"5942","Jones",10.76,0.199
"5943","Jones",37.49,0.199
"5944","Jones",6,0.199
"5945","Jones",10.5,0.199
"5946","Jones",31.76,0.199
"5947","Jones",16.49,0.199
"5948","Jones",5.88,0.199
"5949","Jones",35.28,0.199
"5950","Jones",148.5,0.199
"5951","Jones",33,0.199
"5952","Jones",224.94,0.199
"5953","Jones",192.06,0.199
"5954","Jones",84.96,0.199
"5955","Jones",40.35,0.199
"5956","Jones",10.35,0.199
"5957","Jones",15.75,0.199
"5958","Jones",6.57,0.199
"5959","Jones",31.5,0.199
"5960","Jones",6.45,0.199
"5961","Jones",17.55,0.199
"5962","Jones",20.44,0.199
"5963","Jones",21.34,0.199
"5964","Jones",61.2,0.199
"5965","Jones",21,0.199
"5966","Jones",10.22,0.199
"5967","Jones",4.95,0.199
"5968","Jones",66,0.199
"5969","Jones",135,0.199
"5970","Jones",18.74,0.199
"5971","Jones",22,0.199
"5972","Jones",1.8,0.199
"5973","Jones",279,0.199
"5974","Jones",32.85,0.199
"5975","Jones",12,0.199
"5976","Jones",29.22,0.199
"5977","Jones",44.96,0.199
"5978","Jones",12.9,0.199
"5979","Jones",56.2,0.199
"5980","Jones",97.56,0.199
"5981","Jones",189,0.199
"5982","Jones",52.5,0.199
"5983","Jones",107.94,0.199
"5984","Jones",64.56,0.199
"5985","Jones",19.48,0.199
"5986","Jones",93,0.199
"5987","Jones",0,0.199
"5988","Jones",53.76,0.199
"5989","Jones",18.75,0.199
"5990","Jones",24,0.199
"5991","Jones",22.48,0.199
"5992","Jones",99,0.199
"5993","Jones",62.28,0.199
"5994","Jones",57.84,0.199
"5995","Jones",37.5,0.199
"5996","Jones",5.09,0.199
"5997","Jones",44,0.199
"5998","Jones",243,0.199
"5999","Jones",32.98,0.199
"6000","Jones",18,0.199
"6001","Jones",36,0.199
"6002","Jones",49.5,0.199
"6003","Jones",11.76,0.199
"6004","Jones",46.5,0.199
"6005","Jones",16.26,0.199
"6006","Jones",37.48,0.199
"6007","Jones",84.24,0.199
"6008","Jones",56.25,0.199
"6009","Jones",116.25,0.199
"6010","Jones",74.25,0.199
"6011","Keokuk",6.5,0.184
"6012","Keokuk",5.88,0.184
"6013","Keokuk",37.5,0.184
"6014","Keokuk",19.13,0.184
"6015","Keokuk",17.64,0.184
"6016","Keokuk",9.74,0.184
"6017","Keokuk",23.25,0.184
"6018","Keokuk",18.75,0.184
"6019","Keokuk",69.75,0.184
"6020","Keokuk",26.24,0.184
"6021","Keokuk",8.07,0.184
"6022","Keokuk",62.28,0.184
"6023","Keokuk",15.74,0.184
"6024","Keokuk",10.22,0.184
"6025","Keokuk",37.49,0.184
"6026","Keokuk",21.39,0.184
"6027","Keokuk",66,0.184
"6028","Keokuk",19.5,0.184
"6029","Keokuk",60.75,0.184
"6030","Keokuk",18.6,0.184
"6031","Keokuk",2.96,0.184
"6032","Keokuk",15.45,0.184
"6033","Keokuk",46.5,0.184
"6034","Keokuk",6.45,0.184
"6035","Keokuk",64.02,0.184
"6036","Keokuk",20.25,0.184
"6037","Keokuk",58.5,0.184
"6038","Keokuk",19.48,0.184
"6039","Keokuk",29.22,0.184
"6040","Keokuk",10.67,0.184
"6041","Keokuk",48.42,0.184
"6042","Keokuk",46.35,0.184
"6043","Keokuk",21.74,0.184
"6044","Keokuk",24.21,0.184
"6045","Keokuk",116.88,0.184
"6046","Keokuk",6.35,0.184
"6047","Keokuk",10.35,0.184
"6048","Keokuk",26,0.184
"6049","Keokuk",11.25,0.184
"6050","Keokuk",4.98,0.184
"6051","Keokuk",92.7,0.184
"6052","Keokuk",2.99,0.184
"6053","Keokuk",13,0.184
"6054","Keokuk",5.19,0.184
"6055","Keokuk",16.49,0.184
"6056","Keokuk",15.57,0.184
"6057","Keokuk",8.13,0.184
"6058","Keokuk",86.7,0.184
"6059","Keokuk",74.98,0.184
"6060","Keokuk",20.7,0.184
"6061","Kossuth",19.5,0.182
"6062","Kossuth",19.13,0.182
"6063","Kossuth",7.5,0.182
"6064","Kossuth",9.74,0.182
"6065","Kossuth",64.02,0.182
"6066","Kossuth",33.74,0.182
"6067","Kossuth",11,0.182
"6068","Kossuth",107.94,0.182
"6069","Kossuth",24.99,0.182
"6070","Kossuth",116.88,0.182
"6071","Kossuth",126,0.182
"6072","Kossuth",197.88,0.182
"6073","Kossuth",81.24,0.182
"6074","Kossuth",24.75,0.182
"6075","Kossuth",56.76,0.182
"6076","Kossuth",77.4,0.182
"6077","Kossuth",97.56,0.182
"6078","Kossuth",122.64,0.182
"6079","Kossuth",224.94,0.182
"6080","Kossuth",18.74,0.182
"6081","Kossuth",84.24,0.182
"6082","Kossuth",26.24,0.182
"6083","Kossuth",16.49,0.182
"6084","Kossuth",94.44,0.182
"6085","Kossuth",37.49,0.182
"6086","Kossuth",112.44,0.182
"6087","Kossuth",37.5,0.182
"6088","Kossuth",7.08,0.182
"6089","Kossuth",64.56,0.182
"6090","Kossuth",61.92,0.182
"6091","Kossuth",47.25,0.182
"6092","Kossuth",95.28,0.182
"6093","Kossuth",5.09,0.182
"6094","Kossuth",21.74,0.182
"6095","Kossuth",99,0.182
"6096","Kossuth",234,0.182
"6097","Kossuth",96.84,0.182
"6098","Kossuth",279,0.182
"6099","Kossuth",19.98,0.182
"6100","Kossuth",59.76,0.182
"6101","Kossuth",202.44,0.182
"6102","Kossuth",10.49,0.182
"6103","Kossuth",161.28,0.182
"6104","Kossuth",11.25,0.182
"6105","Kossuth",31.47,0.182
"6106","Kossuth",20.25,0.182
"6107","Kossuth",15.75,0.182
"6108","Kossuth",92.7,0.182
"6109","Kossuth",10.35,0.182
"6110","Kossuth",72,0.182
"6111","Kossuth",113.34,0.182
"6112","Kossuth",90,0.182
"6113","Kossuth",33.6,0.182
"6114","Kossuth",71.76,0.182
"6115","Kossuth",40.5,0.182
"6116","Kossuth",20.7,0.182
"6117","Kossuth",78,0.182
"6118","Kossuth",124.2,0.182
"6119","Kossuth",135,0.182
"6120","Kossuth",210.6,0.182
"6121","Kossuth",17.55,0.182
"6122","Kossuth",43.48,0.182
"6123","Kossuth",16.8,0.182
"6124","Kossuth",243,0.182
"6125","Kossuth",26.88,0.182
"6126","Kossuth",49.5,0.182
"6127","Kossuth",84.96,0.182
"6128","Kossuth",5.1,0.182
"6129","Kossuth",20.98,0.182
"6130","Kossuth",65.22,0.182
"6131","Kossuth",56.25,0.182
"6132","Kossuth",225,0.182
"6133","Kossuth",66,0.182
"6134","Kossuth",260.88,0.182
"6135","Kossuth",61.2,0.182
"6136","Kossuth",75,0.182
"6137","Kossuth",20.44,0.182
"6138","Kossuth",23.78,0.182
"6139","Kossuth",12.9,0.182
"6140","Kossuth",79.5,0.182
"6141","Kossuth",21,0.182
"6142","Kossuth",18.75,0.182
"6143","Kossuth",41.4,0.182
"6144","Kossuth",134.88,0.182
"6145","Kossuth",117.96,0.182
"6146","Kossuth",51.75,0.182
"6147","Kossuth",6.45,0.182
"6148","Kossuth",67.2,0.182
"6149","Kossuth",31.5,0.182
"6150","Kossuth",74.98,0.182
"6151","Kossuth",65.7,0.182
"6152","Kossuth",29.22,0.182
"6153","Kossuth",4.95,0.182
"6154","Kossuth",38.96,0.182
"6155","Kossuth",157.5,0.182
"6156","Kossuth",48.7,0.182
"6157","Kossuth",50.4,0.182
"6158","Kossuth",76.2,0.182
"6159","Kossuth",10.95,0.182
"6160","Kossuth",201.6,0.182
"6161","Kossuth",10.18,0.182
"6162","Kossuth",4.73,0.182
"6163","Kossuth",39.75,0.182
"6164","Kossuth",20.36,0.182
"6165","Kossuth",8.13,0.182
"6166","Kossuth",32.52,0.182
"6167","Kossuth",19.92,0.182
"6168","Kossuth",483.84,0.182
"6169","Kossuth",6.5,0.182
"6170","Kossuth",238.5,0.182
"6171","Kossuth",119.88,0.182
"6172","Lee",6,0.185
"6173","Lee",70.56,0.185
"6174","Lee",225,0.185
"6175","Lee",124.2,0.185
"6176","Lee",11.24,0.185
"6177","Lee",23.25,0.185
"6178","Lee",8.13,0.185
"6179","Lee",20.25,0.185
"6180","Lee",2.99,0.185
"6181","Lee",64.02,0.185
"6182","Lee",279,0.185
"6183","Lee",66,0.185
"6184","Lee",63.52,0.185
"6185","Lee",134.96,0.185
"6186","Lee",78,0.185
"6187","Lee",47.25,0.185
"6188","Lee",94.44,0.185
"6189","Lee",5.09,0.185
"6190","Lee",71.76,0.185
"6191","Lee",4.95,0.185
"6192","Lee",99,0.185
"6193","Lee",16.26,0.185
"6194","Lee",116.88,0.185
"6195","Lee",243,0.185
"6196","Lee",16.49,0.185
"6197","Lee",7.08,0.185
"6198","Lee",10.76,0.185
"6199","Lee",76.2,0.185
"6200","Lee",65.7,0.185
"6201","Lee",5.19,0.185
"6202","Lee",9.74,0.185
"6203","Lee",25.5,0.185
"6204","Lee",62.28,0.185
"6205","Lee",19.48,0.185
"6206","Lee",61.2,0.185
"6207","Lee",5.98,0.185
"6208","Lee",107.94,0.185
"6209","Lee",32.98,0.185
"6210","Lee",19.5,0.185
"6211","Lee",15.75,0.185
"6212","Lee",11,0.185
"6213","Lee",32.28,0.185
"6214","Lee",81,0.185
"6215","Lee",25.4,0.185
"6216","Lee",97.56,0.185
"6217","Lee",21.74,0.185
"6218","Lee",26.88,0.185
"6219","Lee",10.5,0.185
"6220","Lee",31.76,0.185
"6221","Lee",16.5,0.185
"6222","Lee",10.35,0.185
"6223","Lee",64.56,0.185
"6224","Lee",29.22,0.185
"6225","Lee",11.25,0.185
"6226","Lee",17.94,0.185
"6227","Lee",15.74,0.185
"6228","Lee",92.7,0.185
"6229","Lee",37.49,0.185
"6230","Lee",10.18,0.185
"6231","Lee",24.75,0.185
"6232","Lee",5.88,0.185
"6233","Lee",11.96,0.185
"6234","Lee",0,0.185
"6235","Lee",20.7,0.185
"6236","Lee",161.28,0.185
"6237","Lee",10.49,0.185
"6238","Lee",5.25,0.185
"6239","Lee",22.48,0.185
"6240","Lee",229.56,0.185
"6241","Lee",297,0.185
"6242","Lee",6.35,0.185
"6243","Lee",5.16,0.185
"6244","Lee",90,0.185
"6245","Lee",234,0.185
"6246","Lee",31.05,0.185
"6247","Lee",37.5,0.185
"6248","Lee",135,0.185
"6249","Lee",43.48,0.185
"6250","Lee",61.92,0.185
"6251","Lee",134.88,0.185
"6252","Lee",59.4,0.185
"6253","Lee",19.13,0.185
"6254","Lee",20.36,0.185
"6255","Lee",44.96,0.185
"6256","Lee",84.96,0.185
"6257","Lee",14.95,0.185
"6258","Lee",53.76,0.185
"6259","Lee",96.84,0.185
"6260","Lee",18.75,0.185
"6261","Lee",15.27,0.185
"6262","Lee",224.94,0.185
"6263","Lee",22,0.185
"6264","Lee",33.74,0.185
"6265","Lee",12,0.185
"6266","Lee",31.5,0.185
"6267","Lee",75,0.185
"6268","Lee",18,0.185
"6269","Lee",24.39,0.185
"6270","Lee",39.75,0.185
"6271","Lee",12.7,0.185
"6272","Lee",58.44,0.185
"6273","Lee",17.99,0.185
"6274","Lee",56.76,0.185
"6275","Lee",8.97,0.185
"6276","Lee",30.9,0.185
"6277","Lee",59.76,0.185
"6278","Lee",260.88,0.185
"6279","Lee",9.9,0.185
"6280","Lee",156,0.185
"6281","Lee",113.34,0.185
"6282","Lee",10.67,0.185
"6283","Lee",23.92,0.185
"6284","Lee",25.45,0.185
"6285","Lee",4.98,0.185
"6286","Lee",38.26,0.185
"6287","Lee",49.47,0.185
"6288","Lee",5.1,0.185
"6289","Lee",77.4,0.185
"6290","Lee",33,0.185
"6291","Lee",80.64,0.185
"6292","Lee",20.93,0.185
"6293","Lee",38.96,0.185
"6294","Lee",24.26,0.185
"6295","Lee",41.4,0.185
"6296","Lee",122.16,0.185
"6297","Lee",74.25,0.185
"6298","Lee",14.16,0.185
"6299","Lee",20.76,0.185
"6300","Lee",79.5,0.185
"6301","Lee",49.5,0.185
"6302","Lee",21.34,0.185
"6303","Lee",17.55,0.185
"6304","Lee",16.8,0.185
"6305","Lee",19.05,0.185
"6306","Lee",38.1,0.185
"6307","Lee",104.96,0.185
"6308","Lee",26.24,0.185
"6309","Lee",84.24,0.185
"6310","Lee",197.88,0.185
"6311","Lee",40.5,0.185
"6312","Lee",10.38,0.185
"6313","Lee",10.2,0.185
"6314","Lee",645.6,0.185
"6315","Lee",7.5,0.185
"6316","Lee",128.04,0.185
"6317","Lee",121.5,0.185
"6318","Lee",238.5,0.185
"6319","Lee",143.52,0.185
"6320","Lee",11.76,0.185
"6321","Lee",126,0.185
"6322","Lee",132,0.185
"6323","Lee",28.52,0.185
"6324","Lee",29.9,0.185
"6325","Lee",20.4,0.185
"6326","Lee",42,0.185
"6327","Lee",57.39,0.185
"6328","Lee",20.44,0.185
"6329","Lee",8.07,0.185
"6330","Lee",13.54,0.185
"6331","Lee",65.22,0.185
"6332","Lee",350.64,0.185
"6333","Lee",21.39,0.185
"6334","Lee",127.04,0.185
"6335","Lee",56.25,0.185
"6336","Lee",22.5,0.185
"6337","Lee",82.5,0.185
"6338","Linn",21.52,0.341
"6339","Linn",234,0.341
"6340","Linn",1.46,0.341
"6341","Linn",64.02,0.341
"6342","Linn",11,0.341
"6343","Linn",10.18,0.341
"6344","Linn",22.48,0.341
"6345","Linn",124.2,0.341
"6346","Linn",39.75,0.341
"6347","Linn",61.2,0.341
"6348","Linn",279,0.341
"6349","Linn",107.94,0.341
"6350","Linn",5.1,0.341
"6351","Linn",5.09,0.341
"6352","Linn",75,0.341
"6353","Linn",17.55,0.341
"6354","Linn",8.13,0.341
"6355","Linn",4.95,0.341
"6356","Linn",59.4,0.341
"6357","Linn",72,0.341
"6358","Linn",20.25,0.341
"6359","Linn",20.98,0.341
"6360","Linn",92.7,0.341
"6361","Linn",297,0.341
"6362","Linn",16.49,0.341
"6363","Linn",19.13,0.341
"6364","Linn",29.88,0.341
"6365","Linn",77.4,0.341
"6366","Linn",157.44,0.341
"6367","Linn",134.88,0.341
"6368","Linn",116.88,0.341
"6369","Linn",19.48,0.341
"6370","Linn",50.4,0.341
"6371","Linn",21.74,0.341
"6372","Linn",24.26,0.341
"6373","Linn",48.7,0.341
"6374","Linn",53.97,0.341
"6375","Linn",99,0.341
"6376","Linn",30.6,0.341
"6377","Linn",20.7,0.341
"6378","Linn",5.19,0.341
"6379","Linn",9.74,0.341
"6380","Linn",81.24,0.341
"6381","Linn",166.08,0.341
"6382","Linn",126,0.341
"6383","Linn",61.92,0.341
"6384","Linn",143.52,0.341
"6385","Linn",14.85,0.341
"6386","Linn",90,0.341
"6387","Linn",224.94,0.341
"6388","Linn",138.06,0.341
"6389","Linn",74.4,0.341
"6390","Linn",16.5,0.341
"6391","Linn",11.25,0.341
"6392","Linn",119.25,0.341
"6393","Linn",19.5,0.341
"6394","Linn",60.75,0.341
