"","county","sale.dollars","High.school.graduate.or.higher"
"9341","Pottawattamie",121.5,0.897
"9342","Pottawattamie",566.7,0.897
"9343","Pottawattamie",3577.5,0.897
"9344","Pottawattamie",130.44,0.897
"9345","Pottawattamie",71.76,0.897
"9346","Pottawattamie",75,0.897
"9347","Pottawattamie",24.21,0.897
"9348","Pottawattamie",201.6,0.897
"9349","Pottawattamie",10.08,0.897
"9350","Pottawattamie",67.2,0.897
"9351","Pottawattamie",13.44,0.897
"9352","Pottawattamie",14.45,0.897
"9353","Pottawattamie",10.67,0.897
"9354","Pottawattamie",539.7,0.897
"9355","Pottawattamie",674.82,0.897
"9356","Pottawattamie",621,0.897
"9357","Pottawattamie",148.5,0.897
"9358","Pottawattamie",193.68,0.897
"9359","Pottawattamie",10.2,0.897
"9360","Pottawattamie",20.16,0.897
"9361","Pottawattamie",35.28,0.897
"9362","Pottawattamie",96.84,0.897
"9363","Pottawattamie",41.28,0.897
"9364","Pottawattamie",576.18,0.897
"9365","Pottawattamie",1079.4,0.897
"9366","Pottawattamie",10.5,0.897
"9367","Pottawattamie",989.4,0.897
"9368","Pottawattamie",22.48,0.897
"9369","Pottawattamie",129.12,0.897
"9370","Pottawattamie",17.64,0.897
"9371","Pottawattamie",28.32,0.897
"9372","Pottawattamie",581.04,0.897
"9373","Pottawattamie",715.5,0.897
"9374","Pottawattamie",24.39,0.897
"9375","Pottawattamie",80.64,0.897
"9376","Pottawattamie",1133.4,0.897
"9377","Pottawattamie",119.25,0.897
"9378","Pottawattamie",1242,0.897
"9379","Pottawattamie",37.78,0.897
"9380","Pottawattamie",680.04,0.897
"9381","Pottawattamie",141.12,0.897
"9382","Pottawattamie",56.25,0.897
"9383","Pottawattamie",65.96,0.897
"9384","Pottawattamie",10.32,0.897
"9385","Pottawattamie",19.98,0.897
"9386","Pottawattamie",622.8,0.897
"9387","Pottawattamie",10.8,0.897
"9388","Pottawattamie",23.01,0.897
"9389","Pottawattamie",104.96,0.897
"9390","Pottawattamie",117,0.897
"9391","Pottawattamie",378,0.897
"9392","Pottawattamie",25.45,0.897
"9393","Pottawattamie",162,0.897
"9394","Pottawattamie",31.14,0.897
"9395","Pottawattamie",31.05,0.897
"9396","Pottawattamie",21.24,0.897
"9397","Pottawattamie",68.04,0.897
"9398","Pottawattamie",287.04,0.897
"9399","Pottawattamie",3348,0.897
"9400","Pottawattamie",701.28,0.897
"9401","Pottawattamie",39,0.897
"9402","Pottawattamie",496.8,0.897
"9403","Pottawattamie",215.88,0.897
"9404","Poweshiek",15.74,0.938
"9405","Poweshiek",4.98,0.938
"9406","Poweshiek",19.98,0.938
"9407","Poweshiek",70.56,0.938
"9408","Poweshiek",8.13,0.938
"9409","Poweshiek",19.13,0.938
"9410","Poweshiek",31.05,0.938
"9411","Poweshiek",16.49,0.938
"9412","Poweshiek",49.47,0.938
"9413","Poweshiek",20.25,0.938
"9414","Poweshiek",29.22,0.938
"9415","Poweshiek",16.8,0.938
"9416","Poweshiek",31.48,0.938
"9417","Poweshiek",33.74,0.938
"9418","Poweshiek",107.94,0.938
"9419","Poweshiek",69.75,0.938
"9420","Poweshiek",64.02,0.938
"9421","Poweshiek",5.1,0.938
"9422","Poweshiek",9.74,0.938
"9423","Poweshiek",5.09,0.938
"9424","Poweshiek",15.75,0.938
"9425","Poweshiek",234,0.938
"9426","Poweshiek",19.5,0.938
"9427","Poweshiek",66,0.938
"9428","Poweshiek",11.25,0.938
"9429","Poweshiek",279,0.938
"9430","Poweshiek",61.2,0.938
"9431","Poweshiek",60.75,0.938
"9432","Poweshiek",77.4,0.938
"9433","Poweshiek",2.99,0.938
"9434","Poweshiek",24.75,0.938
"9435","Poweshiek",26.24,0.938
"9436","Poweshiek",8.07,0.938
"9437","Poweshiek",7.08,0.938
"9438","Poweshiek",50.4,0.938
"9439","Poweshiek",11,0.938
"9440","Poweshiek",99,0.938
"9441","Poweshiek",58.44,0.938
"9442","Poweshiek",21.74,0.938
"9443","Poweshiek",16.5,0.938
"9444","Poweshiek",46.02,0.938
"9445","Poweshiek",225,0.938
"9446","Poweshiek",37.49,0.938
"9447","Poweshiek",24.39,0.938
"9448","Poweshiek",32.98,0.938
"9449","Poweshiek",74.98,0.938
"9450","Poweshiek",38.96,0.938
"9451","Poweshiek",15.3,0.938
"9452","Poweshiek",5.88,0.938
"9453","Poweshiek",189,0.938
"9454","Poweshiek",21,0.938
"9455","Poweshiek",116.88,0.938
"9456","Poweshiek",63.78,0.938
"9457","Poweshiek",81.24,0.938
"9458","Poweshiek",46.5,0.938
"9459","Poweshiek",53.76,0.938
"9460","Poweshiek",43.48,0.938
"9461","Poweshiek",23.25,0.938
"9462","Poweshiek",7.5,0.938
"9463","Poweshiek",40.5,0.938
"9464","Poweshiek",41.4,0.938
"9465","Poweshiek",19.48,0.938
"9466","Poweshiek",5.16,0.938
"9467","Poweshiek",56.25,0.938
"9468","Poweshiek",90,0.938
"9469","Poweshiek",33,0.938
"9470","Poweshiek",10.35,0.938
"9471","Poweshiek",260.88,0.938
"9472","Poweshiek",78,0.938
"9473","Poweshiek",94.44,0.938
"9474","Poweshiek",84.96,0.938
"9475","Poweshiek",10.49,0.938
"9476","Poweshiek",4.95,0.938
"9477","Poweshiek",15,0.938
"9478","Poweshiek",15.48,0.938
"9479","Poweshiek",21.24,0.938
"9480","Poweshiek",22.5,0.938
"9481","Poweshiek",18.75,0.938
"9482","Poweshiek",14.16,0.938
"9483","Poweshiek",135,0.938
"9484","Poweshiek",15.27,0.938
"9485","Poweshiek",26.88,0.938
"9486","Poweshiek",59.76,0.938
"9487","Poweshiek",17.55,0.938
"9488","Poweshiek",18.45,0.938
"9489","Poweshiek",39.75,0.938
"9490","Poweshiek",5.25,0.938
"9491","Poweshiek",126,0.938
"9492","Poweshiek",17.99,0.938
"9493","Poweshiek",10.67,0.938
"9494","Poweshiek",112.5,0.938
"9495","Poweshiek",6.5,0.938
"9496","Poweshiek",21.34,0.938
"9497","Poweshiek",24.26,0.938
"9498","Poweshiek",1.46,0.938
"9499","Poweshiek",21.26,0.938
"9500","Poweshiek",30.6,0.938
"9501","Poweshiek",24.99,0.938
"9502","Poweshiek",5.19,0.938
"9503","Poweshiek",26,0.938
"9504","Poweshiek",31.5,0.938
"9505","Poweshiek",10.38,0.938
"9506","Poweshiek",56.76,0.938
"9507","Poweshiek",17.01,0.938
"9508","Poweshiek",6,0.938
"9509","Poweshiek",243,0.938
"9510","Poweshiek",51.75,0.938
"9511","Poweshiek",79.5,0.938
"9512","Poweshiek",37.5,0.938
"9513","Poweshiek",64.56,0.938
"9514","Poweshiek",74.25,0.938
"9515","Poweshiek",11.96,0.938
"9516","Poweshiek",58.5,0.938
"9517","Poweshiek",10.76,0.938
"9518","Poweshiek",15.57,0.938
"9519","Poweshiek",8.96,0.938
"9520","Poweshiek",23.01,0.938
"9521","Poweshiek",39,0.938
"9522","Poweshiek",30,0.938
"9523","Poweshiek",18.89,0.938
"9524","Poweshiek",75,0.938
"9525","Poweshiek",31.76,0.938
"9526","Poweshiek",77.92,0.938
"9527","Poweshiek",57.39,0.938
"9528","Poweshiek",71.34,0.938
"9529","Poweshiek",47.25,0.938
"9530","Poweshiek",9.96,0.938
"9531","Poweshiek",59.94,0.938
"9532","Poweshiek",27,0.938
"9533","Poweshiek",49.5,0.938
"9534","Poweshiek",20.36,0.938
"9535","Poweshiek",138.06,0.938
"9536","Poweshiek",22,0.938
"9537","Poweshiek",161.28,0.938
"9538","Poweshiek",59.4,0.938
"9539","Poweshiek",53.97,0.938
"9540","Poweshiek",18.74,0.938
"9541","Poweshiek",14.95,0.938
"9542","Poweshiek",17.64,0.938
"9543","Poweshiek",10.2,0.938
"9544","Poweshiek",1.8,0.938
"9545","Poweshiek",55.35,0.938
"9546","Poweshiek",12,0.938
"9547","Poweshiek",4.48,0.938
"9548","Poweshiek",67.48,0.938
"9549","Poweshiek",77.28,0.938
"9550","Poweshiek",62.94,0.938
"9551","Poweshiek",10.5,0.938
"9552","Poweshiek",17.94,0.938
"9553","Poweshiek",80.64,0.938
"9554","Poweshiek",101.22,0.938
"9555","Poweshiek",6.35,0.938
"9556","Poweshiek",38.7,0.938
"9557","Poweshiek",297,0.938
"9558","Poweshiek",61.92,0.938
"9559","Poweshiek",10.18,0.938
"9560","Poweshiek",19.8,0.938
"9561","Poweshiek",70.08,0.938
"9562","Poweshiek",112.47,0.938
"9563","Poweshiek",76.2,0.938
"9564","Poweshiek",9.9,0.938
"9565","Poweshiek",13.14,0.938
"9566","Poweshiek",51.03,0.938
"9567","Poweshiek",39.96,0.938
"9568","Poweshiek",62.96,0.938
"9569","Poweshiek",52.48,0.938
"9570","Poweshiek",202.44,0.938
"9571","Poweshiek",93,0.938
"9572","Poweshiek",124.2,0.938
"9573","Poweshiek",78.72,0.938
"9574","Poweshiek",6.45,0.938
"9575","Poweshiek",20.7,0.938
"9576","Poweshiek",251.76,0.938
"9577","Poweshiek",11.24,0.938
"9578","Poweshiek",5.98,0.938
"9579","Poweshiek",224.94,0.938
"9580","Poweshiek",47.22,0.938
"9581","Ringgold",11.24,0.934
"9582","Ringgold",6.35,0.934
"9583","Ringgold",9.74,0.934
"9584","Ringgold",107.94,0.934
"9585","Ringgold",7.5,0.934
"9586","Ringgold",19.5,0.934
"9587","Ringgold",23.25,0.934
"9588","Ringgold",20.25,0.934
"9589","Ringgold",58.5,0.934
"9590","Ringgold",49.47,0.934
"9591","Ringgold",30.66,0.934
"9592","Ringgold",90,0.934
"9593","Ringgold",46.5,0.934
"9594","Ringgold",6.5,0.934
"9595","Ringgold",33.72,0.934
"9596","Ringgold",69.75,0.934
"9597","Ringgold",60.75,0.934
"9598","Ringgold",64.02,0.934
"9599","Ringgold",116.88,0.934
"9600","Ringgold",66,0.934
"9601","Ringgold",35.98,0.934
"9602","Ringgold",8.13,0.934
"9603","Ringgold",6.45,0.934
"9604","Ringgold",10.22,0.934
"9605","Ringgold",29.22,0.934
"9606","Ringgold",78.72,0.934
"9607","Ringgold",15.3,0.934
"9608","Ringgold",5.19,0.934
"9609","Ringgold",234,0.934
"9610","Ringgold",56.25,0.934
"9611","Ringgold",46.35,0.934
"9612","Ringgold",22.5,0.934
"9613","Ringgold",19.05,0.934
"9614","Ringgold",19.35,0.934
"9615","Ringgold",15.57,0.934
"9616","Ringgold",24.75,0.934
"9617","Sac",10.67,0.926
"9618","Sac",23.25,0.926
"9619","Sac",35.98,0.926
"9620","Sac",46.5,0.926
"9621","Sac",134.88,0.926
"9622","Sac",19.35,0.926
"9623","Sac",5.1,0.926
"9624","Sac",94.44,0.926
"9625","Sac",56.25,0.926
"9626","Sac",5.16,0.926
"9627","Sac",188.88,0.926
"9628","Sac",15.74,0.926
"9629","Sac",21.34,0.926
"9630","Sac",279,0.926
"9631","Sac",32.01,0.926
"9632","Sac",27.68,0.926
"9633","Sac",31.47,0.926
"9634","Sac",29.22,0.926
"9635","Sac",37.49,0.926
"9636","Sac",9.74,0.926
"9637","Sac",25.8,0.926
"9638","Sac",6.45,0.926
"9639","Sac",123.75,0.926
"9640","Sac",122.64,0.926
"9641","Sac",47.22,0.926
"9642","Sac",58.44,0.926
"9643","Sac",4.95,0.926
"9644","Sac",6.75,0.926
"9645","Sac",37.5,0.926
"9646","Sac",19.5,0.926
"9647","Sac",17.99,0.926
"9648","Sac",99,0.926
"9649","Sac",16.49,0.926
"9650","Sac",15.3,0.926
"9651","Sac",74.98,0.926
"9652","Sac",61.2,0.926
"9653","Sac",5.25,0.926
"9654","Sac",7.08,0.926
"9655","Sac",8.13,0.926
"9656","Sac",49.5,0.926
"9657","Sac",20.25,0.926
"9658","Sac",21.24,0.926
"9659","Sac",15.48,0.926
"9660","Sac",24.75,0.926
"9661","Sac",77.4,0.926
"9662","Sac",69.75,0.926
"9663","Sac",64.02,0.926
"9664","Sac",18.75,0.926
"9665","Sac",49.47,0.926
"9666","Sac",5.09,0.926
"9667","Sac",112.47,0.926
"9668","Sac",251.76,0.926
"9669","Sac",58.5,0.926
"9670","Sac",40.5,0.926
"9671","Sac",11,0.926
"9672","Sac",60.75,0.926
"9673","Sac",10.18,0.926
"9674","Sac",14.16,0.926
"9675","Sac",61.92,0.926
"9676","Sac",10.49,0.926
"9677","Sac",84.96,0.926
"9678","Sac",12.9,0.926
"9679","Sac",31.48,0.926
"9680","Sac",225,0.926
"9681","Sac",16.26,0.926
"9682","Sac",32.98,0.926
"9683","Sac",13.5,0.926
"9684","Sac",22,0.926
"9685","Sac",21.39,0.926
"9686","Scott",66,0.935
"9687","Scott",297,0.935
"9688","Scott",107.94,0.935
"9689","Scott",143.52,0.935
"9690","Scott",72,0.935
"9691","Scott",7.08,0.935
"9692","Scott",62.28,0.935
"9693","Scott",197.88,0.935
"9694","Scott",21.52,0.935
"9695","Scott",279,0.935
"9696","Scott",4.95,0.935
"9697","Scott",20.25,0.935
"9698","Scott",14.16,0.935
"9699","Scott",64.02,0.935
"9700","Scott",70.08,0.935
"9701","Scott",116.88,0.935
"9702","Scott",64.56,0.935
"9703","Scott",13.5,0.935
"9704","Scott",40.72,0.935
"9705","Scott",145.56,0.935
"9706","Scott",4.98,0.935
"9707","Scott",16.49,0.935
"9708","Scott",20.7,0.935
"9709","Scott",30.9,0.935
"9710","Scott",2.99,0.935
"9711","Scott",70.56,0.935
"9712","Scott",11,0.935
"9713","Scott",104.96,0.935
"9714","Scott",99,0.935
"9715","Scott",19.5,0.935
"9716","Scott",16.14,0.935
"9717","Scott",59.4,0.935
"9718","Scott",71.76,0.935
"9719","Scott",94.44,0.935
"9720","Scott",190.56,0.935
"9721","Scott",75,0.935
"9722","Scott",61.2,0.935
"9723","Scott",5.09,0.935
"9724","Scott",84.24,0.935
"9725","Scott",98.94,0.935
"9726","Scott",86.4,0.935
"9727","Scott",1.46,0.935
"9728","Scott",92.7,0.935
"9729","Scott",161.28,0.935
"9730","Scott",11.24,0.935
"9731","Scott",15.75,0.935
"9732","Scott",234,0.935
"9733","Scott",31.5,0.935
"9734","Scott",46.5,0.935
"9735","Scott",204.12,0.935
"9736","Scott",122.16,0.935
"9737","Scott",9.74,0.935
"9738","Scott",224.94,0.935
"9739","Scott",10.38,0.935
"9740","Scott",90,0.935
"9741","Scott",26.24,0.935
"9742","Scott",26.28,0.935
"9743","Scott",24.99,0.935
"9744","Scott",238.5,0.935
"9745","Scott",10.5,0.935
"9746","Scott",19.48,0.935
"9747","Scott",126,0.935
"9748","Scott",314.88,0.935
"9749","Scott",39.75,0.935
"9750","Scott",24.75,0.935
"9751","Scott",19.26,0.935
"9752","Scott",78,0.935
"9753","Scott",32.28,0.935
"9754","Scott",40.5,0.935
"9755","Scott",93,0.935
"9756","Scott",15.27,0.935
"9757","Scott",5.88,0.935
"9758","Scott",65.7,0.935
"9759","Scott",84.96,0.935
"9760","Scott",33.74,0.935
"9761","Scott",5.19,0.935
"9762","Scott",38.26,0.935
"9763","Scott",138.06,0.935
"9764","Scott",31.47,0.935
"9765","Scott",21.74,0.935
"9766","Scott",198,0.935
"9767","Scott",127.56,0.935
"9768","Scott",6.35,0.935
"9769","Scott",225,0.935
"9770","Scott",152.4,0.935
"9771","Scott",135,0.935
"9772","Scott",260.88,0.935
"9773","Scott",9.9,0.935
"9774","Scott",5.16,0.935
"9775","Scott",76.2,0.935
"9776","Scott",124.2,0.935
"9777","Scott",17.55,0.935
"9778","Scott",19.13,0.935
"9779","Scott",7.5,0.935
"9780","Scott",112.44,0.935
"9781","Scott",157.44,0.935
"9782","Scott",23.25,0.935
"9783","Scott",6.72,0.935
"9784","Scott",38.96,0.935
"9785","Scott",81.24,0.935
"9786","Scott",18,0.935
"9787","Scott",78.84,0.935
"9788","Scott",17.99,0.935
"9789","Scott",59.76,0.935
"9790","Scott",47.25,0.935
"9791","Scott",291.12,0.935
"9792","Scott",5.84,0.935
"9793","Scott",7.2,0.935
"9794","Scott",30.54,0.935
"9795","Scott",5.4,0.935
"9796","Scott",49.5,0.935
"9797","Scott",37.5,0.935
"9798","Scott",243,0.935
"9799","Scott",51.03,0.935
"9800","Scott",21.24,0.935
"9801","Scott",22.5,0.935
"9802","Scott",67.48,0.935
"9803","Scott",5.25,0.935
"9804","Scott",30,0.935
"9805","Scott",4.73,0.935
"9806","Scott",80.64,0.935
"9807","Scott",24.26,0.935
"9808","Scott",11.25,0.935
"9809","Scott",132,0.935
"9810","Scott",6.45,0.935
"9811","Scott",26.88,0.935
"9812","Scott",31.48,0.935
"9813","Scott",10.49,0.935
"9814","Scott",3.36,0.935
"9815","Scott",202.44,0.935
"9816","Scott",5.98,0.935
"9817","Scott",58.5,0.935
"9818","Scott",37.49,0.935
"9819","Scott",16.5,0.935
"9820","Scott",8.07,0.935
"9821","Scott",201.6,0.935
"9822","Scott",32.98,0.935
"9823","Scott",382.68,0.935
"9824","Scott",23.92,0.935
"9825","Scott",96.84,0.935
"9826","Scott",33.72,0.935
"9827","Scott",3.6,0.935
"9828","Scott",6.75,0.935
"9829","Scott",15.3,0.935
"9830","Scott",61.92,0.935
"9831","Scott",134.88,0.935
"9832","Scott",16.8,0.935
"9833","Scott",53.97,0.935
"9834","Scott",13.44,0.935
"9835","Scott",10.67,0.935
"9836","Scott",8.97,0.935
"9837","Scott",121.5,0.935
"9838","Scott",153,0.935
"9839","Scott",189,0.935
"9840","Scott",14.95,0.935
"9841","Scott",17.94,0.935
"9842","Scott",58.44,0.935
"9843","Scott",77.4,0.935
"9844","Scott",119.88,0.935
"9845","Scott",2.92,0.935
"9846","Scott",33,0.935
"9847","Scott",12.7,0.935
"9848","Scott",15.48,0.935
"9849","Scott",63,0.935
"9850","Scott",5.1,0.935
"9851","Scott",10.18,0.935
"9852","Scott",7.13,0.935
"9853","Scott",74.98,0.935
"9854","Scott",51,0.935
"9855","Scott",10.35,0.935
"9856","Scott",94.5,0.935
"9857","Scott",244.32,0.935
"9858","Scott",6,0.935
"9859","Scott",56.25,0.935
"9860","Scott",86.7,0.935
"9861","Scott",1.8,0.935
"9862","Scott",20.98,0.935
"9863","Scott",97.56,0.935
"9864","Scott",49.47,0.935
"9865","Scott",141.12,0.935
"9866","Scott",13.54,0.935
"9867","Scott",124.56,0.935
"9868","Scott",4.38,0.935
"9869","Scott",77.92,0.935
"9870","Scott",79.5,0.935
"9871","Scott",11.96,0.935
"9872","Scott",18.75,0.935
"9873","Scott",20.36,0.935
"9874","Scott",144,0.935
"9875","Scott",21.26,0.935
"9876","Scott",558,0.935
"9877","Scott",23.52,0.935
"9878","Scott",50.9,0.935
"9879","Scott",29.9,0.935
"9880","Scott",59.94,0.935
"9881","Scott",28.08,0.935
"9882","Scott",140.16,0.935
"9883","Scott",22.48,0.935
"9884","Scott",22,0.935
"9885","Scott",81,0.935
"9886","Scott",172.8,0.935
"9887","Scott",39.96,0.935
"9888","Scott",727.8,0.935
"9889","Scott",10.95,0.935
"9890","Scott",19.8,0.935
"9891","Scott",387.36,0.935
"9892","Scott",41.96,0.935
"9893","Scott",6.5,0.935
"9894","Scott",1892.28,0.935
"9895","Scott",1431,0.935
"9896","Scott",35.98,0.935
"9897","Scott",128.04,0.935
"9898","Scott",14.85,0.935
"9899","Scott",117,0.935
"9900","Scott",84.75,0.935
"9901","Scott",2232,0.935
"9902","Scott",15.45,0.935
"9903","Scott",21.34,0.935
"9904","Scott",48.7,0.935
"9905","Scott",17.01,0.935
"9906","Scott",10.8,0.935
"9907","Scott",287.04,0.935
"9908","Scott",60.75,0.935
"9909","Scott",215.28,0.935
"9910","Scott",23.01,0.935
"9911","Scott",239.76,0.935
"9912","Scott",14.26,0.935
"9913","Scott",85.04,0.935
"9914","Scott",62.1,0.935
"9915","Scott",156,0.935
"9916","Scott",216,0.935
"9917","Scott",24.21,0.935
"9918","Scott",13,0.935
"9919","Scott",14.6,0.935
"9920","Scott",8.13,0.935
"9921","Scott",968.4,0.935
"9922","Scott",48.52,0.935
"9923","Scott",873.36,0.935
"9924","Scott",68.04,0.935
"9925","Scott",107.52,0.935
"9926","Scott",56.76,0.935
"9927","Scott",169.5,0.935
"9928","Scott",251.76,0.935
"9929","Scott",102.06,0.935
"9930","Scott",69.75,0.935
"9931","Scott",1116,0.935
"9932","Scott",41.4,0.935
"9933","Scott",9.96,0.935
"9934","Scott",229.56,0.935
"9935","Scott",52.48,0.935
"9936","Scott",67.2,0.935
"9937","Scott",78.72,0.935
"9938","Scott",57.84,0.935
"9939","Scott",65.96,0.935
"9940","Scott",323.82,0.935
"9941","Scott",101.25,0.935
"9942","Scott",61.08,0.935
"9943","Scott",13.14,0.935
"9944","Scott",12,0.935
"9945","Scott",57.39,0.935
"9946","Scott",148.5,0.935
"9947","Scott",15.74,0.935
"9948","Scott",436.68,0.935
"9949","Scott",30.96,0.935
"9950","Scott",50.4,0.935
"9951","Scott",72.78,0.935
"9952","Scott",39,0.935
"9953","Scott",10.32,0.935
"9954","Scott",7.3,0.935
"9955","Scott",67.44,0.935
"9956","Scott",11.76,0.935
"9957","Scott",53.76,0.935
"9958","Scott",900,0.935
"9959","Scott",10.08,0.935
"9960","Scott",256.08,0.935
"9961","Scott",9,0.935
"9962","Scott",188.88,0.935
"9963","Scott",226.68,0.935
"9964","Scott",19.05,0.935
"9965","Scott",51.75,0.935
"9966","Scott",3374.1,0.935
"9967","Scott",29.22,0.935
"9968","Scott",100.8,0.935
"9969","Scott",129.12,0.935
"9970","Scott",18.74,0.935
"9971","Scott",6.57,0.935
"9972","Scott",936,0.935
"9973","Scott",31.76,0.935
"9974","Scott",119.25,0.935
"9975","Scott",10.76,0.935
"9976","Scott",113.34,0.935
"9977","Scott",19.98,0.935
"9978","Scott",20.16,0.935
"9979","Scott",82.45,0.935
"9980","Scott",3348,0.935
"9981","Scott",14.94,0.935
"9982","Scott",34.02,0.935
"9983","Scott",25.8,0.935
"9984","Scott",112.5,0.935
"9985","Scott",283.32,0.935
"9986","Scott",185.4,0.935
"9987","Scott",233.76,0.935
"9988","Scott",29.4,0.935
"9989","Scott",93.75,0.935
"9990","Scott",19.71,0.935
"9991","Scott",674.82,0.935
"9992","Scott",594,0.935
"9993","Scott",449.88,0.935
"9994","Scott",28.76,0.935
"9995","Scott",10.22,0.935
"9996","Scott",24.9,0.935
"9997","Scott",381.12,0.935
"9998","Scott",20.76,0.935
"9999","Scott",255.12,0.935
"10000","Scott",78.75,0.935
"10001","Scott",675,0.935
"10002","Scott",25.5,0.935
"10003","Scott",149.96,0.935
"10004","Scott",566.7,0.935
"10005","Scott",15.57,0.935
"10006","Scott",315,0.935
"10007","Scott",42.52,0.935
"10008","Scott",3577.5,0.935
"10009","Scott",252,0.935
"10010","Scott",43.35,0.935
"10011","Scott",607.32,0.935
"10012","Scott",46.35,0.935
"10013","Scott",14.04,0.935
"10014","Scott",582.24,0.935
"10015","Scott",44.96,0.935
"10016","Scott",74.25,0.935
"10017","Scott",210.6,0.935
"10018","Scott",431.76,0.935
"10019","Scott",26,0.935
"10020","Scott",131.2,0.935
"10021","Scott",1079.4,0.935
"10022","Scott",31.05,0.935
"10023","Scott",571.68,0.935
"10024","Scott",15,0.935
"10025","Scott",395.76,0.935
"10026","Scott",1078.92,0.935
"10027","Scott",352.8,0.935
"10028","Scott",6.2,0.935
"10029","Scott",97.5,0.935
"10030","Scott",195.12,0.935
"10031","Scott",62.94,0.935
"10032","Scott",16.06,0.935
"10033","Scott",112.47,0.935
"10034","Scott",25.4,0.935
"10035","Scott",450,0.935
"10036","Scott",21,0.935
"10037","Scott",521.76,0.935
"10038","Scott",35.88,0.935
"10039","Scott",76.52,0.935
"10040","Scott",56.2,0.935
"10041","Scott",47.22,0.935
"10042","Scott",17.64,0.935
"10043","Scott",10.2,0.935
"10044","Scott",52.45,0.935
"10045","Scott",23.78,0.935
"10046","Scott",809.76,0.935
"10047","Scott",215.88,0.935
"10048","Scott",483.84,0.935
"10049","Scott",27.08,0.935
"10050","Scott",503.52,0.935
"10051","Scott",211.68,0.935
"10052","Scott",430.56,0.935
"10053","Scott",27.75,0.935
"10054","Scott",29.88,0.935
"10055","Scott",166.08,0.935
"10056","Scott",20.4,0.935
"10057","Scott",1612.8,0.935
"10058","Scott",180,0.935
"10059","Scott",248.4,0.935
"10060","Scott",837,0.935
"10061","Scott",56.22,0.935
"10062","Scott",366.48,0.935
"10063","Scott",14.4,0.935
"10064","Scott",40.62,0.935
"10065","Scott",791.52,0.935
"10066","Scott",2183.4,0.935
"10067","Scott",477,0.935
"10068","Scott",453.36,0.935
"10069","Scott",1012.2,0.935
"10070","Scott",76.35,0.935
"10071","Scott",119.52,0.935
"10072","Scott",8.76,0.935
"10073","Scott",11.68,0.935
"10074","Scott",25.95,0.935
"10075","Scott",43.48,0.935
"10076","Scott",1349.64,0.935
"10077","Scott",65.78,0.935
"10078","Scott",0,0.935
"10079","Scott",30.6,0.935
"10080","Scott",181.56,0.935
"10081","Scott",42.48,0.935
"10082","Scott",33.6,0.935
"10083","Scott",467.52,0.935
"10084","Scott",162.48,0.935
"10085","Scott",97.44,0.935
"10086","Scott",27.68,0.935
"10087","Scott",28.32,0.935
"10088","Scott",115.56,0.935
"10089","Scott",81.44,0.935
"10090","Scott",645.6,0.935
"10091","Scott",166.5,0.935
"10092","Scott",42.68,0.935
"10093","Scott",20.64,0.935
"10094","Scott",219,0.935
"10095","Scott",20.93,0.935
"10096","Scott",891,0.935
"10097","Scott",19.92,0.935
"10098","Scott",1058.4,0.935
"10099","Scott",168.48,0.935
"10100","Scott",42.12,0.935
"10101","Scott",8.96,0.935
"10102","Scott",36.9,0.935
"10103","Scott",46.02,0.935
"10104","Scott",110.7,0.935
"10105","Scott",26.25,0.935
"10106","Scott",45,0.935
"10107","Scott",74.4,0.935
"10108","Scott",377.76,0.935
"10109","Scott",40.35,0.935
"10110","Scott",63.78,0.935
"10111","Shelby",6.45,0.917
"10112","Shelby",26.24,0.917
"10113","Shelby",23.25,0.917
"10114","Shelby",32.98,0.917
"10115","Shelby",61.2,0.917
"10116","Shelby",31.05,0.917
"10117","Shelby",6,0.917
"10118","Shelby",18.6,0.917
"10119","Shelby",279,0.917
"10120","Shelby",224.94,0.917
"10121","Shelby",65.7,0.917
"10122","Shelby",79.5,0.917
"10123","Shelby",10.49,0.917
"10124","Shelby",74.98,0.917
"10125","Shelby",11.25,0.917
"10126","Shelby",225,0.917
"10127","Shelby",20.25,0.917
"10128","Shelby",18.75,0.917
"10129","Shelby",49.47,0.917
"10130","Shelby",19.5,0.917
"10131","Shelby",19.48,0.917
"10132","Shelby",107.94,0.917
"10133","Shelby",37.5,0.917
"10134","Shelby",31.48,0.917
"10135","Shelby",29.22,0.917
"10136","Shelby",5.19,0.917
"10137","Shelby",14.26,0.917
"10138","Shelby",39.75,0.917
"10139","Shelby",5.09,0.917
"10140","Shelby",8.07,0.917
"10141","Shelby",18,0.917
"10142","Shelby",9.74,0.917
"10143","Shelby",238.5,0.917
"10144","Shelby",15.74,0.917
"10145","Shelby",53.76,0.917
"10146","Shelby",97.56,0.917
"10147","Shelby",16.49,0.917
"10148","Shelby",20.7,0.917
"10149","Shelby",7.5,0.917
"10150","Shelby",135,0.917
"10151","Shelby",243,0.917
"10152","Shelby",37.49,0.917
"10153","Shelby",24.26,0.917
"10154","Shelby",234,0.917
"10155","Shelby",6.2,0.917
"10156","Shelby",116.88,0.917
"10157","Shelby",52.5,0.917
"10158","Shelby",64.02,0.917
"10159","Shelby",16.14,0.917
"10160","Shelby",16.8,0.917
"10161","Shelby",50.4,0.917
"10162","Shelby",138.06,0.917
"10163","Shelby",124.2,0.917
"10164","Shelby",21.26,0.917
"10165","Shelby",74.4,0.917
"10166","Shelby",62.28,0.917
"10167","Shelby",71.76,0.917
"10168","Shelby",38.26,0.917
